Candidate_Name,Candidate_Skills,Candidate_Exp_Level,Rank,Job_Title,Company,Location,Required_Skills,Job_Exp_Level,Salary,Industry,Skill_Similarity,Final_Score
Victoria Berger,"forecasting, excel, budgeting, risk analysis, valuation",Entry Level,2,"Administrator, charities/voluntary organisations",Garcia-Martin,London,"excel, risk analysis",Entry Level,119000.0,Finance,0.3497,0.3122
Victoria Berger,"forecasting, excel, budgeting, risk analysis, valuation",Entry Level,3,Broadcast presenter,"Meyers, Lee and Castro",San Francisco,"excel, risk analysis",Entry Level,40000.0,Finance,0.3497,0.3122
Phyllis Reeves,"forecasting, budgeting, sql, financial modeling, accounting",Senior Level,1,Landscape architect,"Roberts, Berger and Chapman",Berlin,"sql, financial modeling",Senior Level,50000.0,Finance,0.3299,0.2954
Phyllis Reeves,"forecasting, budgeting, sql, financial modeling, accounting",Senior Level,2,"Loss adjuster, chartered",Henry Group,New York,"sql, financial modeling",Senior Level,109000.0,Finance,0.3299,0.2954
Phyllis Reeves,"forecasting, budgeting, sql, financial modeling, accounting",Senior Level,3,Interior and spatial designer,"Henry, Kline and Hawkins",New York,"financial modeling, sql",Senior Level,126000.0,Finance,0.3299,0.2954
Victor Harris,"budgeting, financial modeling, valuation, power bi, accounting",Entry Level,1,Intelligence analyst,Romero Ltd,Berlin,financial modeling,Entry Level,69000.0,Finance,0.2254,0.2066
Victor Harris,"budgeting, financial modeling, valuation, power bi, accounting",Entry Level,2,Interior and spatial designer,Torres LLC,London,financial modeling,Entry Level,47000.0,Finance,0.2254,0.2066
Victor Harris,"budgeting, financial modeling, valuation, power bi, accounting",Entry Level,3,Outdoor activities/education manager,"Nelson, Thomas and Drake",London,financial modeling,Entry Level,43000.0,Finance,0.2254,0.2066
Matthew Deleon,"financial modeling, risk analysis, budgeting, forecasting, power bi",Entry Level,1,"Administrator, arts",Macias-Matthews,Sydney,"financial modeling, risk analysis",Entry Level,109000.0,Finance,0.3519,0.3141
Matthew Deleon,"financial modeling, risk analysis, budgeting, forecasting, power bi",Entry Level,2,"Surveyor, quantity",Swanson-White,Sydney,"financial modeling, risk analysis",Entry Level,58000.0,Finance,0.3519,0.3141
Matthew Deleon,"financial modeling, risk analysis, budgeting, forecasting, power bi",Entry Level,3,Personnel officer,"Moss, Carpenter and Daniels",Berlin,"financial modeling, risk analysis",Entry Level,127000.0,Finance,0.3519,0.3141
Ryan Perez,"financial modeling, valuation, sql, budgeting, accounting",Mid Level,1,Structural engineer,"Lee, Rangel and Moore",San Francisco,"sql, financial modeling",Mid Level,63000.0,Finance,0.3302,0.2957
Ryan Perez,"financial modeling, valuation, sql, budgeting, accounting",Mid Level,2,Race relations officer,Lopez-Rhodes,London,"financial modeling, sql",Mid Level,149000.0,Finance,0.3302,0.2957
Ryan Perez,"financial modeling, valuation, sql, budgeting, accounting",Mid Level,3,Insurance claims handler,"Smith, Smith and Jacobs",Berlin,"financial modeling, sql",Mid Level,88000.0,Finance,0.3302,0.2957
Michael Stevens,"excel, accounting, tableau, valuation, risk analysis",Mid Level,1,Television camera operator,Harrington-Garcia,Toronto,"risk analysis, excel",Mid Level,58000.0,Finance,0.3503,0.3128
Michael Stevens,"excel, accounting, tableau, valuation, risk analysis",Mid Level,2,"Engineer, maintenance",Miller LLC,Toronto,"excel, risk analysis",Mid Level,52000.0,Finance,0.3503,0.3128
Michael Stevens,"excel, accounting, tableau, valuation, risk analysis",Mid Level,3,Town planner,Gray LLC,New York,"excel, risk analysis",Mid Level,51000.0,Finance,0.3503,0.3128
Paul Spears,"budgeting, valuation, accounting, power bi, sql",Entry Level,1,Museum/gallery curator,Meyer and Sons,Sydney,sql,Entry Level,46000.0,Software,0.1916,0.1779
Paul Spears,"budgeting, valuation, accounting, power bi, sql",Entry Level,2,"Designer, jewellery",Powell-May,Toronto,sql,Entry Level,103000.0,Software,0.1916,0.1779
Paul Spears,"budgeting, valuation, accounting, power bi, sql",Entry Level,3,Barrister's clerk,Jones-Brown,San Francisco,sql,Entry Level,50000.0,Finance,0.1916,0.1779
Adam Gay,"tableau, sql, excel, budgeting, accounting",Mid Level,1,Community education officer,Mcguire Ltd,New York,"excel, sql",Mid Level,144000.0,Finance,0.3297,0.2953
Adam Gay,"tableau, sql, excel, budgeting, accounting",Mid Level,2,Science writer,Baker LLC,San Francisco,"sql, excel",Mid Level,75000.0,Finance,0.3297,0.2953
Adam Gay,"tableau, sql, excel, budgeting, accounting",Mid Level,3,TEFL teacher,"Gallagher, Delacruz and Hoover",Bangalore,"excel, sql",Mid Level,105000.0,Finance,0.3297,0.2953
Bobby Brooks,"budgeting, forecasting, tableau, financial modeling, valuatio",Entry Level,1,Intelligence analyst,Romero Ltd,Berlin,financial modeling,Entry Level,69000.0,Finance,0.206,0.1901
Bobby Brooks,"budgeting, forecasting, tableau, financial modeling, valuatio",Entry Level,2,Interior and spatial designer,Torres LLC,London,financial modeling,Entry Level,47000.0,Finance,0.206,0.1901
Bobby Brooks,"budgeting, forecasting, tableau, financial modeling, valuatio",Entry Level,3,Outdoor activities/education manager,"Nelson, Thomas and Drake",London,financial modeling,Entry Level,43000.0,Finance,0.206,0.1901
Carmen Ramirez,"forecasting, budgeting, valuation, excel, tableau",Entry Level,1,"Doctor, hospital",Stephenson and Sons,Toronto,excel,Entry Level,109000.0,Finance,0.2228,0.2043
Carmen Ramirez,"forecasting, budgeting, valuation, excel, tableau",Entry Level,2,Artist,"Richardson, Cooley and Forbes",London,excel,Entry Level,108000.0,Finance,0.2228,0.2043
Carmen Ramirez,"forecasting, budgeting, valuation, excel, tableau",Entry Level,3,Geophysicist/field seismologist,"Anderson, Rodriguez and Fields",Bangalore,excel,Entry Level,80000.0,Finance,0.2228,0.2043
Richard Gonzalez,"valuation, risk analysis, accounting, sql, forecasting",Entry Level,1,Electronics engineer,Smith-Johnson,New York,"risk analysis, sql",Entry Level,130000.0,Finance,0.3269,0.2928
Richard Gonzalez,"valuation, risk analysis, accounting, sql, forecasting",Entry Level,2,Mudlogger,Mosley and Sons,San Francisco,"sql, risk analysis",Entry Level,47000.0,Finance,0.3269,0.2928
Richard Gonzalez,"valuation, risk analysis, accounting, sql, forecasting",Entry Level,3,Higher education lecturer,Marshall Inc,Berlin,"sql, risk analysis",Entry Level,44000.0,Finance,0.3269,0.2928
Amy White,"sql, financial modeling, budgeting, forecasting, risk analysis",Entry Level,1,Hospital doctor,"Scott, Davis and Robinson",Toronto,"financial modeling, sql, risk analysis",Entry Level,83000.0,Finance,0.4729,0.417
Amy White,"sql, financial modeling, budgeting, forecasting, risk analysis",Entry Level,2,Land/geomatics surveyor,Morse-Robinson,London,"risk analysis, financial modeling, sql",Entry Level,119000.0,Finance,0.4729,0.417
Amy White,"sql, financial modeling, budgeting, forecasting, risk analysis",Entry Level,3,Hospital doctor,"Arnold, Brown and Mccoy",Berlin,"financial modeling, risk analysis, sql",Entry Level,68000.0,Finance,0.4729,0.417
Matthew Walls,,Entry Level,1,"Psychotherapist, dance movement",Barker Group,Sydney,"nursing, medical research, pharmaceuticals",Entry Level,112000.0,Healthcare,0.0,0.015
Matthew Walls,,Entry Level,2,Academic librarian,Clark Ltd,London,pharmaceuticals,Entry Level,104000.0,Healthcare,0.0,0.015
Matthew Walls,,Entry Level,3,Quantity surveyor,Dean-Delacruz,Sydney,"java, python",Entry Level,123000.0,Software,0.0,0.015
Ann Hopkins,,Entry Level,1,"Psychotherapist, dance movement",Barker Group,Sydney,"nursing, medical research, pharmaceuticals",Entry Level,112000.0,Healthcare,0.0,0.015
Ann Hopkins,,Entry Level,2,Academic librarian,Clark Ltd,London,pharmaceuticals,Entry Level,104000.0,Healthcare,0.0,0.015
Ann Hopkins,,Entry Level,3,Quantity surveyor,Dean-Delacruz,Sydney,"java, python",Entry Level,123000.0,Software,0.0,0.015
Sarah Anderson,"risk analysis, budgeting, exce, financial modeling, tableau",Senior Level,1,"Engineer, electrical","Wood, Morales and Castro",Sydney,"financial modeling, risk analysis",Senior Level,143000.0,Finance,0.3172,0.2846
Sarah Anderson,"risk analysis, budgeting, exce, financial modeling, tableau",Senior Level,2,Medical sales representative,Buck-Rivera,London,"financial modeling, risk analysis",Senior Level,102000.0,Finance,0.3172,0.2846
Sarah Anderson,"risk analysis, budgeting, exce, financial modeling, tableau",Senior Level,3,"Psychologist, forensic","Contreras, Brooks and Lynn",Toronto,"financial modeling, risk analysis",Senior Level,48000.0,Finance,0.3172,0.2846
Robyn Hall,"financial modeling, forecasting, power bi, risk analysi, budgeting",Senior Level,1,"Engineer, aeronautical",Richard LLC,San Francisco,financial modeling,Senior Level,84000.0,Finance,0.2059,0.19
Robyn Hall,"financial modeling, forecasting, power bi, risk analysi, budgeting",Senior Level,2,Tax adviser,Vasquez-Harris,Toronto,financial modeling,Senior Level,49000.0,Finance,0.2059,0.19
Robyn Hall,"financial modeling, forecasting, power bi, risk analysi, budgeting",Senior Level,3,Chartered loss adjuster,Wiggins-Baker,London,financial modeling,Senior Level,117000.0,Finance,0.2059,0.19
Gina Cunningham,"accounting, power bi, excel, financial modeling, sql",Mid Level,1,Armed forces operational officer,"Schroeder, Ray and Miller",New York,"sql, financial modeling, excel",Mid Level,93000.0,Finance,0.4732,0.4172
Gina Cunningham,"accounting, power bi, excel, financial modeling, sql",Mid Level,2,Materials engineer,"Diaz, Adams and Sparks",Sydney,"sql, excel, financial modeling",Mid Level,147000.0,Finance,0.4732,0.4172
Gina Cunningham,"accounting, power bi, excel, financial modeling, sql",Mid Level,3,Barista,Collins-Reyes,San Francisco,"excel, financial modeling, sql",Mid Level,74000.0,Finance,0.4732,0.4172
Victor Watson,,Mid Level,1,Agricultural engineer,Miller LLC,Sydney,react,Mid Level,130000.0,Software,0.0,0.015
Victor Watson,,Mid Level,2,Pharmacologist,Johnson and Sons,San Francisco,"sales, customer service",Mid Level,40000.0,Retail,0.0,0.015
Victor Watson,,Mid Level,3,Higher education careers adviser,Hawkins-Jordan,London,research,Mid Level,52000.0,Education,0.0,0.015
Michael Foley,"power bi, sql, accounting, tableau, risk analysis",Mid Level,1,Biomedical engineer,Rowe-White,Sydney,"risk analysis, sql",Mid Level,81000.0,Finance,0.329,0.2946
Michael Foley,"power bi, sql, accounting, tableau, risk analysis",Mid Level,2,Ergonomist,"Gross, Leon and Terry",Bangalore,"sql, risk analysis",Mid Level,51000.0,Finance,0.329,0.2946
Michael Foley,"power bi, sql, accounting, tableau, risk analysis",Mid Level,3,Primary school teacher,"Phillips, Guzman and Brewer",San Francisco,"risk analysis, sql",Mid Level,148000.0,Finance,0.329,0.2946
Christopher Hogan,"budgeting, power bi, financial modeling, excel, sql",Entry Level,1,Orthoptist,Nguyen-Dawson,Bangalore,"excel, sql, financial modeling",Entry Level,135000.0,Finance,0.4746,0.4184
Christopher Hogan,"budgeting, power bi, financial modeling, excel, sql",Entry Level,2,Make,Wilson-Casey,Bangalore,"sql, excel, financial modeling",Entry Level,136000.0,Finance,0.4746,0.4184
Christopher Hogan,"budgeting, power bi, financial modeling, excel, sql",Entry Level,3,Accommodation manager,Blackburn Group,Toronto,"excel, sql, financial modeling",Entry Level,131000.0,Finance,0.4746,0.4184
Tracy Schmidt,"forecasting, sql, risk analysis, tableau, power bi",Senior Level,1,"Surveyor, quantity",Gonzalez-Johnson,Bangalore,"sql, risk analysis",Senior Level,134000.0,Finance,0.3274,0.2933
Tracy Schmidt,"forecasting, sql, risk analysis, tableau, power bi",Senior Level,2,Lexicographer,Love Inc,London,"risk analysis, sql",Senior Level,114000.0,Finance,0.3274,0.2933
Tracy Schmidt,"forecasting, sql, risk analysis, tableau, power bi",Senior Level,3,Aeronautical engineer,Hodges Inc,San Francisco,"risk analysis, sql",Senior Level,80000.0,Finance,0.3274,0.2933
Christopher Erickson,"valuation, financial modelin, power bi, budgeting, risk analysis",Senior Level,1,"Programmer, applications",Mathis-Robertson,Sydney,risk analysis,Senior Level,45000.0,Finance,0.2068,0.1907
Christopher Erickson,"valuation, financial modelin, power bi, budgeting, risk analysis",Senior Level,2,"Nurse, adult",Gomez-Collins,San Francisco,risk analysis,Senior Level,92000.0,Finance,0.2068,0.1907
Christopher Erickson,"valuation, financial modelin, power bi, budgeting, risk analysis",Senior Level,3,"Engineer, production",Bailey and Sons,Sydney,risk analysis,Senior Level,55000.0,Finance,0.2068,0.1907
Brandi Richardson,"risk analysis, financial modeling, forecasting, power bi, budgeting",Entry Level,1,"Administrator, arts",Macias-Matthews,Sydney,"financial modeling, risk analysis",Entry Level,109000.0,Finance,0.3519,0.3141
Brandi Richardson,"risk analysis, financial modeling, forecasting, power bi, budgeting",Entry Level,2,"Surveyor, quantity",Swanson-White,Sydney,"financial modeling, risk analysis",Entry Level,58000.0,Finance,0.3519,0.3141
Brandi Richardson,"risk analysis, financial modeling, forecasting, power bi, budgeting",Entry Level,3,Personnel officer,"Moss, Carpenter and Daniels",Berlin,"financial modeling, risk analysis",Entry Level,127000.0,Finance,0.3519,0.3141
Jason Rogers,"microservices, rest api, oop, spring boot, c++",Entry Level,1,Archivist,Walton-Mcgrath,San Francisco,c++,Entry Level,83000.0,Software,0.2856,0.2578
Jason Rogers,"microservices, rest api, oop, spring boot, c++",Entry Level,2,Amenity horticulturist,Keller-Jones,San Francisco,c++,Entry Level,84000.0,Software,0.2856,0.2578
Jason Rogers,"microservices, rest api, oop, spring boot, c++",Entry Level,3,Consulting civil engineer,"Brown, Jones and Brown",Berlin,c++,Entry Level,133000.0,Software,0.2856,0.2578
William Medina,"lead generation, branding, sem, campaign management, seo",Senior Level,1,Economist,Molina PLC,San Francisco,seo,Senior Level,114000.0,Marketing,0.2233,0.2048
William Medina,"lead generation, branding, sem, campaign management, seo",Senior Level,2,Ambulance person,Rivera and Sons,Toronto,seo,Senior Level,84000.0,Marketing,0.2233,0.2048
William Medina,"lead generation, branding, sem, campaign management, seo",Senior Level,3,Call centre manager,Garcia-Johnson,New York,seo,Senior Level,109000.0,Marketing,0.2233,0.2048
Natasha Turner,"rest api, kubernetes, git, c++, docker",Mid Level,1,"Biochemist, clinical","Robinson, Santiago and Smith",Sydney,c++,Mid Level,69000.0,Software,0.2847,0.257
Natasha Turner,"rest api, kubernetes, git, c++, docker",Mid Level,2,Computer games developer,Mullins Group,San Francisco,c++,Mid Level,136000.0,Software,0.2847,0.257
Natasha Turner,"rest api, kubernetes, git, c++, docker",Mid Level,3,Prison officer,"Murphy, Soto and White",Bangalore,c++,Mid Level,104000.0,Software,0.2847,0.257
Mariah Roberts,"recruitment, employee engagement, talent acquisition, hr policies, training",Entry Level,1,"Psychotherapist, dance movement",Barker Group,Sydney,"nursing, medical research, pharmaceuticals",Entry Level,112000.0,Healthcare,0.0,0.015
Mariah Roberts,"recruitment, employee engagement, talent acquisition, hr policies, training",Entry Level,2,Academic librarian,Clark Ltd,London,pharmaceuticals,Entry Level,104000.0,Healthcare,0.0,0.015
Mariah Roberts,"recruitment, employee engagement, talent acquisition, hr policies, training",Entry Level,3,Quantity surveyor,Dean-Delacruz,Sydney,"java, python",Entry Level,123000.0,Software,0.0,0.015
Tanya Wilkinson,"training, employee engagement, hr policies, talent acquisition, performance management",Mid Level,1,Agricultural engineer,Miller LLC,Sydney,react,Mid Level,130000.0,Software,0.0,0.015
Tanya Wilkinson,"training, employee engagement, hr policies, talent acquisition, performance management",Mid Level,2,Pharmacologist,Johnson and Sons,San Francisco,"sales, customer service",Mid Level,40000.0,Retail,0.0,0.015
Tanya Wilkinson,"training, employee engagement, hr policies, talent acquisition, performance management",Mid Level,3,Higher education careers adviser,Hawkins-Jordan,London,research,Mid Level,52000.0,Education,0.0,0.015
Jennifer Edwards,"git, microservices, oop, docker, kubernetes",Entry Level,1,"Psychotherapist, dance movement",Barker Group,Sydney,"nursing, medical research, pharmaceuticals",Entry Level,112000.0,Healthcare,0.0,0.015
Jennifer Edwards,"git, microservices, oop, docker, kubernetes",Entry Level,2,Academic librarian,Clark Ltd,London,pharmaceuticals,Entry Level,104000.0,Healthcare,0.0,0.015
Jennifer Edwards,"git, microservices, oop, docker, kubernetes",Entry Level,3,Quantity surveyor,Dean-Delacruz,Sydney,"java, python",Entry Level,123000.0,Software,0.0,0.015
Linda Stone,"docker, oop, rest api, spring boot, c++",Senior Level,1,Educational psychologist,"Terry, Duncan and Ramos",Bangalore,c++,Senior Level,109000.0,Software,0.2852,0.2575
